nric_id,name,country,email,phone,type,password,membership_id,points,points_redeemed,expiry,tier
S4213520I,Glendon Wilman,Venezuela,gwilman54@ustream.tv,(832) 8446147,member,hNMByASWgkAN,7686573389,30030,31564,2/17/2019,bronze
S8187013F,Casandra Fridd,Kazakhstan,cfridd55@xrea.com,(111) 2416382,non-member,VIIMYkAFx,4180466376,20162,5449,8/27/2019,gold
S1673576U,Twila Janaway,Poland,tjanaway56@blog.com,(383) 2598173,member,rZtJr6a,8490548617,3264,6585,4/16/2020,bronze
S6719440G,Maire Sewart,Czech Republic,msewart57@japanpost.jp,(417) 7045547,non-member,Llimifn,1719047979,39832,38376,1/23/2019,gold
S3900977A,Jamesy Bramsen,Japan,jbramsen58@hc360.com,(534) 3055274,member,5jnIAx8v,2949375928,37368,4255,5/27/2020,silver
S6204183J,Brocky Binyon,Panama,bbinyon59@yellowbook.com,(570) 2955146,non-member,NQKb4Hm4p4Q,3681489661,16914,13967,10/29/2018,bronze
S4970729Q,Ulick Belson,Tuvalu,ubelson5a@telegraph.co.uk,(947) 4230608,member,2HASD9QtF2,6539680023,15789,15768,12/27/2020,gold
S1021328P,Patricio McClurg,Morocco,pmcclurg5b@aol.com,(181) 3978899,non-member,PPahtb0XNeP,2588699685,32736,4978,8/29/2020,gold
S4104595K,Sandye Kures,Latvia,skures5c@tmall.com,(878) 8560630,non-member,WKQDIi8EuYg,1886367981,15299,6201,11/1/2020,silver
S2216712Q,Abbye Pantry,Finland,apantry5d@webeden.co.uk,(617) 9217433,member,qX0GeQ,2865077039,27544,20872,6/18/2019,silver
S4351602L,Antoinette Derrick,Sweden,aderrick5e@shop-pro.jp,(279) 7827561,member,u01PBWT,7892871284,12103,33643,5/30/2020,bronze
S9281313K,Leilah Urpeth,Canada,lurpeth5f@harvard.edu,(494) 5864360,member,a2cnNNg,7726888407,20451,32418,4/29/2020,bronze
S5497518U,Wendall Haug,Colombia,whaug5g@slashdot.org,(935) 3434607,non-member,ILYvKs,5896860188,34361,17160,12/17/2020,silver
S7786368G,Florie Gloucester,Philippines,fgloucester5h@ask.com,(213) 1611536,non-member,y1msCq2E1Zkd,6791205512,39836,4353,6/19/2019,silver
S9858733A,Marsh Pring,China,mpring5i@marketwatch.com,(591) 6302143,non-member,Eew7nqQ8Q,6348810232,30600,27070,12/14/2018,bronze
S6662615S,Olimpia Rookes,Iran,orookes5j@aboutads.info,(195) 7485681,member,88aNiPRcZkA,1650789440,27537,5667,11/27/2020,gold
S1447642Z,Philomena Wolfenden,Malaysia,pwolfenden5k@spotify.com,(650) 5606235,non-member,07Hx5ofSC,0159409063,1014,13494,10/14/2019,bronze
S3481110F,Sebastian Greene,Russia,sgreene5l@guardian.co.uk,(915) 8921594,non-member,tKor76b,4154107194,33610,39379,6/5/2020,bronze
S0380191V,Emmanuel Varlow,Russia,evarlow5m@japanpost.jp,(845) 4427509,member,9YzQX58,9993029343,13917,9466,5/5/2020,bronze
S7881904Z,Cart Valentine,Indonesia,cvalentine5n@seattletimes.com,(566) 6427251,non-member,Khr8HzGcXA,6878592224,6604,31913,7/29/2020,bronze
S4801761S,Rafaello Forkan,China,rforkan5o@nsw.gov.au,(863) 5065825,non-member,oGthHqAPHs1,4432064293,4557,22606,1/14/2020,gold
S3746767X,Judah Padrick,Palau,jpadrick5p@com.com,(625) 2340344,member,3JMJvzyZ1AN,1855585553,39063,11400,8/28/2019,gold
S7511717H,Ermina Sweeney,Philippines,esweeney5q@bbc.co.uk,(773) 1780261,non-member,5CevLI7,9553961754,26226,19864,3/29/2019,silver
S9179390T,Riki Dilke,Czech Republic,rdilke5r@plala.or.jp,(577) 6650911,member,fkejRPSO,1415447322,5255,30823,4/30/2020,silver
S1808793U,Bari Gritton,Mexico,bgritton5s@theguardian.com,(245) 2482160,member,gGxYKx,0934616434,16145,10740,4/18/2020,bronze
S4181118T,Michaeline Bilbery,Czech Republic,mbilbery5t@bing.com,(123) 3291999,non-member,4kdkpop4WLRi,6120038671,16430,32840,10/9/2020,silver
S2681465T,Drucy Debrick,Argentina,ddebrick5u@example.com,(994) 7293561,non-member,xl84RnhDlMJ,3245715684,7836,775,10/8/2020,bronze
S1025279Z,Emmerich Blindermann,Philippines,eblindermann5v@usgs.gov,(285) 6399975,non-member,CukOU4sA,2418395766,13088,19932,3/5/2019,silver
S5688681Q,Austen McLenahan,China,amclenahan5w@hatena.ne.jp,(583) 5158917,member,jOZphfi,7648317672,37444,15975,5/29/2019,silver
S1262279B,Orelia Faragher,China,ofaragher5x@webeden.co.uk,(868) 8048377,member,A9G7pL075,1459645081,16183,22114,12/11/2019,bronze
S7814436I,Benita Westpfel,United States,bwestpfel5y@unicef.org,(713) 4861664,non-member,TiZFv1dml5,6936207006,3404,4147,10/16/2020,silver
S7488424O,Gwenette Martill,Nigeria,gmartill5z@purevolume.com,(761) 2806458,non-member,OBwzMHF,3974586660,22942,16526,11/5/2020,bronze
S1425267X,Flem Sands-Allan,China,fsandsallan60@ihg.com,(811) 3375872,non-member,UblCLnnTcU,6787488491,12267,9791,12/8/2018,bronze
S7615517W,Jaye Dawkins,Panama,jdawkins61@slashdot.org,(427) 6163364,non-member,4ZUmdTD1,8826752192,34590,33042,2/2/2020,gold
S2566643B,Keir Redwall,Philippines,kredwall62@storify.com,(575) 1898037,member,JV7p7w7W,0228769647,3175,11049,7/26/2019,silver
S1570229F,Mackenzie Janaway,Tokelau,mjanaway63@washington.edu,(175) 9779295,non-member,TiWmY6k9,7044882781,4218,27370,9/14/2019,bronze
S9001964V,Catharine Arblaster,Philippines,carblaster64@cafepress.com,(221) 8281007,member,oVDQm7,8951668924,17852,8478,12/8/2018,silver
S4426739Z,Ashby Shilvock,Afghanistan,ashilvock65@wix.com,(673) 2931184,non-member,MFXsuTpsQ,9970050001,34047,29887,3/23/2019,gold
S0630767I,Delphine Butrimovich,Indonesia,dbutrimovich66@ustream.tv,(361) 7786526,non-member,KvO2hW1h,3348197112,39214,7109,3/24/2020,silver
S1179021G,Ruthann Trubshaw,China,rtrubshaw67@engadget.com,(337) 2483412,non-member,0VDrMRBeSDSc,9147355557,13915,1391,4/19/2019,gold
S2738741D,Tam Jaycocks,Ukraine,tjaycocks68@addtoany.com,(518) 5108018,non-member,G0LEJxUyI,0933582668,1883,2156,10/6/2019,silver
S1747147F,Consalve Merrydew,Ukraine,cmerrydew69@statcounter.com,(621) 5210825,member,h0vOLyJ,3405970024,14690,20720,6/20/2019,gold
S6709411C,Bartholemy Motherwell,Reunion,bmotherwell6a@sitemeter.com,(884) 8220834,member,4W7IozoNZa,2987254865,33355,21802,9/8/2019,bronze
S6141785I,Bartel Masterman,China,bmasterman6b@reference.com,(115) 5479120,non-member,iKpNoq,5372397837,21290,5888,3/9/2020,bronze
S2635972X,Reine Webb-Bowen,Philippines,rwebbbowen6c@oaic.gov.au,(263) 8150790,non-member,uGsTcnSJ5c,5336610267,31816,16136,10/24/2020,gold
S7504695Q,Ania Palombi,Indonesia,apalombi6d@bloglovin.com,(879) 1653529,non-member,DpGBjMAv,6417916111,24323,3362,7/27/2020,gold
S6214863C,Gabriela Pariso,United States,gpariso6e@google.pl,(971) 8454169,non-member,jbNRADFA,5494239942,39236,10133,9/16/2020,silver
S5273310L,Harlie Vassall,Czech Republic,hvassall6f@bizjournals.com,(630) 6059571,non-member,jSpJZaSI,8841749288,16656,24692,1/18/2019,silver
S7980145F,Craggy Charlotte,Philippines,ccharlotte6g@cocolog-nifty.com,(834) 6576930,member,JDejDYDq,6881201834,37257,30065,4/27/2020,gold
S7589404I,Morse Trobey,Indonesia,mtrobey6h@whitehouse.gov,(715) 3518813,member,sOGzmbw2Uu,3972449267,37868,30666,8/22/2020,silver
S3418032M,Guido Clamp,Mongolia,gclamp6i@bizjournals.com,(929) 2256547,member,j04XcI5,1016669992,37214,30004,10/7/2018,bronze
S2949966R,Minny Olin,Indonesia,molin6j@mail.ru,(755) 1253532,member,1mHV6C5tt,6151120019,24014,37765,3/10/2019,gold
S6305944V,Rudolf Rosingdall,China,rrosingdall6k@dailymotion.com,(277) 8312656,non-member,eB7Vvw7c9,8550993093,387,34650,11/19/2018,gold
S9118834D,Kirk Ringsell,Finland,kringsell6l@elpais.com,(904) 4976043,member,M1fWq4IFcZ,9451432116,9647,4427,8/9/2019,silver
S0902879Q,Stacee Jevon,Portugal,sjevon6m@prlog.org,(950) 1512367,member,eyvJw3,2593058285,25842,32814,6/11/2019,gold
S1990009F,Ernst Tennick,Latvia,etennick6n@va.gov,(931) 2143396,non-member,nTdUcij,5474685106,8059,24783,12/10/2019,gold
S9924848S,Hailey Bollard,Russia,hbollard6o@sciencedaily.com,(991) 5416809,member,zAK2h1o81z8,1677905972,4627,35716,10/27/2019,silver
S4412754A,Ambrosi McWhorter,Philippines,amcwhorter6p@godaddy.com,(784) 1496288,non-member,Vtb9pRgSP08G,5673118007,15655,21224,1/6/2019,silver
S3925930G,Quinta Willarton,Japan,qwillarton6q@jimdo.com,(989) 5546897,member,Sq7NSEv5yv,8273550192,30100,17257,11/9/2018,silver
S5978362C,Barbi Birth,Ireland,bbirth6r@netscape.com,(550) 3004436,non-member,l50WEAdx,1959188321,23391,11186,10/17/2018,bronze
S1650565A,Jillene Ivachyov,Indonesia,jivachyov6s@sogou.com,(316) 3362596,member,yUcC0Zyf9n,5922033301,9531,10193,3/27/2020,gold
S0929897W,Berkeley Kuschke,Finland,bkuschke6t@domainmarket.com,(986) 7516743,member,77pfs3,9883984537,18175,19608,10/28/2018,bronze
S0398823X,Benjy Baal,Iceland,bbaal6u@berkeley.edu,(943) 2044599,non-member,HeJDjpuEU3,1421878046,24255,24167,4/6/2020,bronze
S5367858Y,Friederike Waller-Bridge,Nigeria,fwallerbridge6v@twitpic.com,(124) 4759038,member,qxHvQDym2d,7177935649,35347,11835,5/3/2019,bronze
S3419926F,Angela Ronaghan,China,aronaghan6w@flavors.me,(473) 6256240,non-member,eGmPAapnpZO,5188877708,782,20820,3/3/2019,silver
S0331402H,Trix Nevet,Philippines,tnevet6x@imageshack.us,(572) 9573063,member,BHKx8V72EG,2242904434,29753,25077,11/5/2020,silver
S2963445M,Grove Corbert,France,gcorbert6y@rakuten.co.jp,(483) 4457604,member,GDnAGvby4k8,9821430376,38408,25710,5/18/2019,silver
S8727999R,Leandra Lumbly,Cuba,llumbly6z@xinhuanet.com,(743) 7009210,member,YNshXJcY,0870917285,32542,4977,11/10/2020,gold
S4056455N,Clotilda Beaconsall,Uganda,cbeaconsall70@earthlink.net,(747) 9020541,member,r3AoN4,0480105197,5902,3158,7/5/2020,gold
S4072488H,Hodge Dawtry,Argentina,hdawtry71@vk.com,(226) 1850021,non-member,Vdd2Dx7,4033717412,13679,27332,2/22/2019,bronze
S7458430H,Alon Mitcheson,China,amitcheson72@addthis.com,(393) 9497495,member,I4oZpveCt,1382556489,31880,20136,12/5/2018,gold
S6564982F,Erich Marti,Indonesia,emarti73@g.co,(617) 9188739,non-member,Cox31SF9x,7375006547,14289,36297,7/28/2020,bronze
S1255333T,Maryjo Agastina,Portugal,magastina74@google.ru,(509) 4901954,non-member,mTeTm0xv,3233053428,21314,25600,5/9/2019,gold
S9460328Z,Zebulon Giovannilli,Sweden,zgiovannilli75@sphinn.com,(226) 2583125,non-member,ov25PAitv,3632697574,23849,16793,6/25/2019,gold
S1927088H,Cory Betser,Italy,cbetser76@wp.com,(160) 2255254,member,eOOAoognS1pr,6966049522,25457,6784,11/11/2019,bronze
S8854503D,Hernando Lovemore,China,hlovemore77@discovery.com,(358) 9346789,member,aiTiigSp1Mj4,7466434150,1597,36360,12/10/2020,silver
S6293769D,Patrica Durman,Poland,pdurman78@ca.gov,(517) 4664320,non-member,kEBfrMT1DY4,1877194611,33251,25802,1/17/2020,bronze
S2620276Z,Sunny Frangione,Russia,sfrangione79@pinterest.com,(872) 1743551,non-member,Gr5cHGZ0ZPm5,6315980422,27557,9720,9/16/2020,bronze
S6049501B,Heinrick Bernolet,Indonesia,hbernolet7a@vkontakte.ru,(173) 5378891,member,duJXae,7181450425,5201,28748,1/19/2020,silver
S8818073D,Lucilia Lownie,Cuba,llownie7b@miibeian.gov.cn,(146) 3640605,member,o1t007h,3469221707,9763,15747,3/3/2019,gold
S3983457B,Glynn Mustchin,France,gmustchin7c@reference.com,(397) 3390093,member,0sKlGB6GFQ,2571225189,34031,1944,7/11/2020,gold
S5435642D,Margaret Kitching,Rwanda,mkitching7d@opera.com,(528) 2575114,non-member,qm9RWWfv0dL,7801888235,3412,6726,3/1/2019,gold
S8195823J,Palm Scramage,United States,pscramage7e@intel.com,(214) 1633521,non-member,RdbjIETV,7079775752,3766,9039,5/16/2020,gold
S5374459H,Mar Tighe,United States,mtighe7f@berkeley.edu,(770) 1692938,member,GH9hPUVvlj,8390194910,21116,10525,11/6/2020,silver
S5571090K,Pooh Glowacki,Yemen,pglowacki7g@microsoft.com,(478) 6636631,member,KH8sgHNQ6Ob,1609187644,16435,14424,10/4/2020,bronze
S6370167P,Meris Musgrove,Syria,mmusgrove7h@scribd.com,(851) 3587018,non-member,I38RLf96s,1394154542,5934,28127,4/5/2019,silver
S2463596I,Dud Slowgrove,China,dslowgrove7i@photobucket.com,(310) 5282594,member,92o7aRbIhQh,5599714896,35953,19873,3/9/2019,bronze
S0262083C,Merrel Doust,Indonesia,mdoust7j@webnode.com,(240) 2892169,member,ANcX1fUhlo1C,3723779271,26899,830,4/29/2020,gold
S0127882W,Kikelia Meins,Libya,kmeins7k@rediff.com,(469) 3033260,non-member,VCQspsYz,8463334148,35867,27035,8/13/2019,silver
S2480559P,Sandro Byatt,Brazil,sbyatt7l@live.com,(237) 9204103,member,O2RgEyqwiw,3734178681,18633,8289,8/16/2020,gold
S3770152B,Ignatius Oldnall,Tunisia,ioldnall7m@bloglovin.com,(178) 4295126,member,EJ6JVNmBUlf,3372054814,14450,23480,3/8/2019,gold
S1384438Z,Vyky Wooding,South Africa,vwooding7n@last.fm,(772) 4287008,non-member,V6kSnlsO,0545839432,4652,33550,3/15/2020,bronze
S4760068W,Abbey Bearcroft,China,abearcroft7o@statcounter.com,(462) 6702371,non-member,YB4RssLQBvdM,3233596049,9002,22714,1/16/2020,gold
S6964332R,Zach Johannesson,Argentina,zjohannesson7p@businessinsider.com,(726) 9668845,member,id7As6XPR9s,2308796421,8043,11032,11/8/2020,silver
S5014912M,Sigrid Simonyi,China,ssimonyi7q@senate.gov,(130) 7352238,non-member,3x92xm42L,6549133823,15575,37447,4/6/2020,bronze
S1503890E,Ashly O'Curran,Russia,aocurran7r@nbcnews.com,(236) 1192417,member,7iHVvE2f,6372096250,27688,38756,8/29/2020,silver
S5031916F,Deedee Kalinsky,United States,dkalinsky7s@istockphoto.com,(561) 2001578,non-member,QlzNbJUJ1sg,9086052258,7383,23464,9/15/2019,gold
S0628176V,Ferrell Denning,France,fdenning7t@edublogs.org,(550) 4206595,member,AlIdfBus,4092736754,1781,35789,11/14/2019,gold
S7460591L,Cissiee Tolliday,France,ctolliday7u@ftc.gov,(555) 9482442,member,dbNpCLZzZe,0478643179,4434,6106,12/1/2020,silver
S5775617O,Bernelle Laurenty,Slovenia,blaurenty7v@smh.com.au,(809) 5841196,non-member,ynRmJB,6410089031,28980,27848,12/25/2020,silver
S3757597H,Reuven Simounet,United States,rsimounet7w@tumblr.com,(816) 7249650,member,YEFNHQlkcDn,5636245645,26008,17811,8/11/2020,gold
S4137801H,York Coda,Namibia,ycoda7x@acquirethisname.com,(445) 5547813,member,4pCR2D736,0080750249,3012,31785,12/25/2020,gold
S0632713O,Terence Simon,China,tsimon7y@salon.com,(236) 8562886,member,qhfSvxvoLV,5203461104,35364,28703,12/2/2018,gold
S3107231L,Claudell Huyton,Croatia,chuyton7z@parallels.com,(657) 1246378,member,ClXIQZfUr,9678333066,32564,10584,1/11/2020,bronze
S5193456D,Oliy Folks,Angola,ofolks80@princeton.edu,(985) 4897842,member,6BXBxKHy,1843082446,37452,6788,1/7/2020,gold
S6266721A,Justinn Luna,Russia,jluna81@sohu.com,(924) 5190531,non-member,0IuHTA,7439862694,423,6202,7/1/2020,bronze
S8994123S,Charil Tunnacliffe,Czech Republic,ctunnacliffe82@i2i.jp,(303) 2729465,member,y4jPebZ,7545416708,34906,37458,4/6/2019,bronze
S9762716V,Leif Parkman,Mexico,lparkman83@edublogs.org,(409) 2278722,non-member,uUfscKVc,8182535964,31688,844,6/3/2020,gold
S3502262I,Hamlin Minelli,Indonesia,hminelli84@symantec.com,(321) 4804067,non-member,1zcYUzpSU,8143266982,1944,7986,12/17/2019,bronze
S4729387I,Noll Romeo,China,nromeo85@pcworld.com,(943) 1616688,non-member,34onmbgKZthU,4189031453,7699,3529,1/13/2020,bronze
S1107095F,Lynnet Baldick,Croatia,lbaldick86@ucsd.edu,(780) 1322991,non-member,LqZeo1RHY,5670183487,35373,21771,11/18/2019,silver
S2704315E,Nixie More,Philippines,nmore87@qq.com,(670) 3770995,non-member,1j2sli,2738518125,9944,39623,4/17/2020,bronze
S6229819T,Odille Skeffington,Nicaragua,oskeffington88@psu.edu,(910) 8459758,member,kLUE7bhQlt5h,3405258340,31034,23748,2/22/2020,silver
S7062563P,Lenore Molan,Russia,lmolan89@ameblo.jp,(205) 1642063,member,Gv5mufAhp4t3,1331517702,32757,14057,10/29/2018,bronze
S2004063P,Graham Bignal,Ukraine,gbignal8a@flavors.me,(732) 2262754,non-member,GRh5YHiQn,9597450151,20132,5008,11/8/2020,silver
S4077584M,Baily Banasiak,New Zealand,bbanasiak8b@altervista.org,(489) 4315353,non-member,aPiUFLpG0,0464172837,16457,36687,10/15/2018,bronze
S0239989X,Belinda Gull,Cuba,bgull8c@nyu.edu,(648) 9196631,member,5J6Vb5rNcW,0826469515,1660,11261,9/29/2020,bronze
S8016928I,Milty Winckles,Philippines,mwinckles8d@drupal.org,(757) 4757504,non-member,WJzljxh0jC,9905921915,13630,28352,6/1/2019,bronze
S1709440V,Rafe Antonovic,Brazil,rantonovic8e@desdev.cn,(141) 3145804,member,yl1UX8rC8,4239340144,1255,12981,2/21/2020,bronze
S2941269J,Holt Nickoles,Serbia,hnickoles8f@economist.com,(161) 1801614,member,yqDANKJ6x,9563970705,34866,30436,4/4/2019,silver
S4547907M,Bethena Swigger,Philippines,bswigger8g@histats.com,(309) 7657967,non-member,t1qDFrY9,4398979174,36883,21340,2/27/2019,bronze
S1723828M,Igor Clews,China,iclews8h@fema.gov,(182) 9412109,member,6ycugfV,9547056700,39822,11234,3/5/2019,silver
S1299114D,Flossie Addekin,Indonesia,faddekin8i@opensource.org,(926) 6923656,non-member,IbVUOzkOs,2848060433,25481,7444,5/29/2020,silver
S7864852C,Shoshanna Hawyes,Sweden,shawyes8j@dedecms.com,(574) 8467642,member,EXz7544R5y,4839459126,14735,7421,7/8/2020,gold
S0261214G,Margery Kopisch,Ethiopia,mkopisch8k@example.com,(995) 9572781,non-member,gPmr2hvDrDtR,8013345971,25358,27460,2/3/2020,bronze
S5346409F,Swen Qualtrough,Canada,squaltrough8l@sbwire.com,(268) 8006919,non-member,Y6uU1mEva,1833487109,6194,12524,7/3/2020,silver
S4888421O,Harper Orhtmann,Czech Republic,horhtmann8m@sun.com,(272) 9777003,non-member,AncjQAeNK8b,7856762810,8056,2249,10/1/2018,bronze
S4184918K,Corbin Hebblewaite,South Korea,chebblewaite8n@sbwire.com,(451) 3324743,member,a27erYw,1207927562,30391,39528,11/4/2018,bronze
S1652282S,Trenna Welchman,China,twelchman8o@upenn.edu,(622) 7589433,member,sYfL45xGBAq,9792340912,8379,17507,10/20/2019,silver
S7409987J,Fredi Keatley,Philippines,fkeatley8p@sohu.com,(932) 8323705,member,A31D1a,3464366995,31843,14759,9/30/2020,silver
S2183460M,Russ Caves,Russia,rcaves8q@twitpic.com,(168) 3619661,non-member,nYkn7U1b,2018153528,35736,39714,2/5/2020,bronze
S7927130O,Don Baldin,Russia,dbaldin8r@blog.com,(962) 1542799,member,L8qfBGkCXuz,1219762393,30028,15923,8/2/2019,silver
S1352767B,Linc Pellew,Poland,lpellew8s@shareasale.com,(555) 5659297,member,wsc8pXi8L,3792506041,16698,26182,11/26/2019,gold
S2529219G,Bradan Helis,Laos,bhelis8t@aboutads.info,(278) 1057782,non-member,H9BU7U5eO3Hm,0036819468,24702,18612,4/27/2019,gold
S2781827N,Dora Massey,China,dmassey8u@cdbaby.com,(303) 7568910,non-member,p8iJoWrB,1216526494,35013,37587,5/8/2019,gold
S8749291E,Godfree Grainger,Canada,ggrainger8v@uol.com.br,(652) 5918918,member,8c9KkReK,8443706007,4528,21496,10/25/2020,bronze
S8985904K,Zuzana Connerry,Poland,zconnerry8w@dot.gov,(125) 4585886,non-member,aEAwvKHNCCy,0017364124,14327,17757,8/28/2020,bronze
S4545728U,Sisely McMickan,Peru,smcmickan8x@answers.com,(290) 2288254,member,b2SuUhy,0593764595,17327,29145,3/23/2020,silver
S6607070Y,Way Beaty,Sweden,wbeaty8y@privacy.gov.au,(788) 7840028,non-member,lUBINu,4604958637,14934,10639,3/7/2019,silver
S6649260B,Erny Baxstar,Montserrat,ebaxstar8z@globo.com,(737) 6736331,non-member,30jse0ktM2p8,1627687696,34604,2323,12/31/2019,bronze
S4326898V,Osbert Richter,France,orichter90@answers.com,(288) 1873871,member,czzrFHCi9dbQ,4948508039,38168,26920,7/4/2019,silver
S8936892X,Carleton Aland,Thailand,caland91@wunderground.com,(470) 2190871,non-member,4xK3wdm6S,1585783455,15225,28710,10/25/2020,bronze
S7329953U,Gladi Chudleigh,Indonesia,gchudleigh92@tripadvisor.com,(903) 8900978,non-member,VnpkQ4K,2134205164,24318,15376,4/2/2020,silver
S5611657N,Sylvia Couroy,China,scouroy93@dmoz.org,(463) 5332077,member,nQHxI7Q,2835876278,7421,34621,11/27/2020,silver
S6703567F,Yoshiko Laux,Ecuador,ylaux94@sakura.ne.jp,(724) 3894697,non-member,ewcVk5ZMs3nK,7994222269,37004,35300,7/20/2019,bronze
S8223596J,Silvana Bliven,Greece,sbliven95@usa.gov,(414) 9124604,member,i4hCD3xLnb,1418267600,28496,39328,2/18/2020,silver
S0844409Z,Tadeas Yeandel,Brazil,tyeandel96@google.ca,(426) 1397172,member,qkNEBn,3666499902,9562,14938,12/24/2020,bronze
S2281665X,Suzie Judgkins,China,sjudgkins97@google.com,(153) 1970238,member,dM8jhZxDQ7,7635230298,19490,1212,6/14/2019,gold
S8437664Z,Alfons Lockhurst,China,alockhurst98@csmonitor.com,(977) 3887666,member,S6fEKbPsv8,6364437559,13865,33414,7/3/2019,gold
S7414149P,Margarete Grinley,Poland,mgrinley99@sfgate.com,(494) 9647404,non-member,nqr6afS,7391062383,26315,30151,4/20/2019,silver
S6025355F,Janka Phipp,Ukraine,jphipp9a@mashable.com,(463) 2325408,non-member,kywpce16bdA,8627725624,6576,5615,6/22/2020,bronze
S1150043U,Biron Muris,Vietnam,bmuris9b@etsy.com,(366) 2536849,member,WVVgZ2tHvYNU,8891444200,26012,20274,3/13/2019,gold
S3252242G,Rich Stidever,Brazil,rstidever9c@desdev.cn,(209) 2347500,member,43JOrj0pjA,4306948455,6169,37957,12/17/2018,bronze
S6361874Y,Denna Catterson,Philippines,dcatterson9d@ted.com,(324) 6506096,member,Fx8hQXh,4458157477,36984,32008,7/31/2019,gold
S2076381J,Rossy Burdis,Portugal,rburdis9e@businesswire.com,(178) 3962885,non-member,JgvpQfQPxXt,8659134915,30671,24267,3/10/2019,bronze
S6392794X,Chane Ensley,Indonesia,censley9f@shop-pro.jp,(930) 6606565,member,GICVC6s,6827393348,3074,2860,3/31/2019,bronze
S7853978B,Kermy Frohock,Russia,kfrohock9g@google.cn,(361) 9266055,member,MaQXCcSceP,5401342497,3641,9956,4/2/2020,silver
S8446322V,Peterus Gosz,Sweden,pgosz9h@nature.com,(450) 1910449,non-member,8yzlQKr3hRev,8735211954,35055,10998,2/19/2020,gold
S7065850N,Harrie Dolden,Indonesia,hdolden9i@free.fr,(771) 9674759,member,qoYWg2j6UQ,5073464648,15615,9425,11/7/2019,gold
S1473607U,Zorine Dibson,China,zdibson9j@liveinternet.ru,(648) 1189088,member,tWgDgyHQ0S,8245995282,35022,19575,2/9/2019,gold
S9691804D,Alison Varnam,Brazil,avarnam9k@storify.com,(178) 9058047,non-member,LZbjemgKKGx,6613065552,29965,15856,8/25/2019,bronze
S7823722G,Ferrel Orrocks,Burkina Faso,forrocks9l@chronoengine.com,(318) 3240311,non-member,zTaPHzC,0520333926,26632,5747,4/14/2019,gold
S7967566K,Eugenie Prandin,China,eprandin9m@weebly.com,(210) 4766870,non-member,Lv3evcJ,8381687845,14162,5697,12/13/2019,bronze
S1056540V,Malorie Gianilli,Brazil,mgianilli9n@baidu.com,(739) 7847375,member,yf950QVc68t6,6780534617,9672,9078,4/30/2019,bronze
S8249401L,Robina Wille,China,rwille9o@amazon.co.uk,(210) 9647888,member,nLsLjy1oX,5125015210,9898,34947,5/24/2019,bronze
S8072459Y,Hercule Chantillon,United States,hchantillon9p@bizjournals.com,(605) 9060371,member,y68rFK,2043905368,36999,14681,9/8/2020,silver
S4507635W,Arabel Hindenberger,China,ahindenberger9q@people.com.cn,(267) 4464401,non-member,Hm6kzMKIXRl,6938486522,1116,17484,11/23/2020,silver
S8201912K,Barry Destouche,Japan,bdestouche9r@wikipedia.org,(424) 3948552,member,nZ4hhK4FiG,6866584388,11930,1652,8/20/2019,silver
S3997234H,Corrie Bohler,Poland,cbohler9s@google.com.hk,(219) 3572494,member,T9cKQdx5X,5685651244,25703,22352,1/8/2020,bronze
S0408139R,Alverta Astell,Iran,aastell9t@fastcompany.com,(159) 3968863,member,LwYTAAO7DT,5475282404,2836,21799,11/15/2018,bronze
S8148783V,Hussein Tipple,Portugal,htipple9u@seattletimes.com,(828) 7834273,non-member,qudYgo,4278414072,28849,14004,10/23/2020,bronze
S5261126W,Arther Vassano,Russia,avassano9v@cnn.com,(398) 7970515,member,GFzlvmJ2Ishf,2469275865,30855,31771,3/5/2020,gold
S1109585A,Roda Doddemeede,China,rdoddemeede9w@ifeng.com,(361) 3299511,member,5t19jef,6766757728,15285,39974,6/20/2020,silver
S1461567Q,Trina Truelock,Indonesia,ttruelock9x@webs.com,(670) 1455529,non-member,2FfqAksQrUDM,4811588347,21450,3070,2/1/2019,gold
S6913900C,Issie Sutherby,Peru,isutherby9y@yolasite.com,(613) 2790542,non-member,REmSJjR0,4705664973,20728,33710,5/1/2019,gold
S3689260V,Ernestine Duckham,Indonesia,educkham9z@mac.com,(499) 3129399,non-member,JXeut5E,2473295379,34214,9679,8/19/2019,silver
S6451716Z,Jayne Stearndale,Canada,jstearndalea0@imdb.com,(298) 8833235,member,I3MoiTeG7ARq,4352137405,19178,24030,10/26/2020,silver
S0391211E,Gradeigh Duetsche,Poland,gduetschea1@istockphoto.com,(169) 2440273,member,5wnhL1i,9789064624,6198,31592,8/19/2020,gold
S6658554I,Sally Ewebank,China,sewebanka2@tripod.com,(890) 1280164,non-member,5Y3sw7G,9942612106,9457,12137,11/14/2020,silver
S5790939Y,Abigael Benedidick,Russia,abenedidicka3@behance.net,(274) 8587646,member,R9mvkCR,9386827077,38656,18227,12/3/2020,gold
S1697320F,Hogan Duddle,United States,hduddlea4@seattletimes.com,(415) 1315717,member,F0fWVmItO,6225884440,38809,2666,5/10/2020,gold
S6477743O,Kristofer Whitemarsh,China,kwhitemarsha5@adobe.com,(698) 3337369,member,tz0oEF6,5928447442,4829,16383,2/11/2020,bronze
S5669877B,Sergent Jakeway,France,sjakewaya6@europa.eu,(692) 7746655,member,NT9RFBel,8972901385,36204,4725,12/2/2018,gold
